week_index,theme,subject,body,product_line,channel,attachment_kb
11,bug,[bug] Export fails intermittently #916,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,phone,0
14,billing,[billing] Invoice total mismatch #917,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
20,account,[account] Cannot add new seat #918,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,email,0
6,billing,[billing] Invoice total mismatch #919,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,120
16,billing,[billing] Invoice total mismatch #920,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,0
22,bug,[bug] Export fails intermittently #921,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
14,how_to,[how_to] Reset SSO for contractor #922,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
11,account,[account] Cannot add new seat #923,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,email,0
3,performance,[performance] Dashboard loads slowly #924,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,450
6,performance,[performance] Dashboard loads slowly #925,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,120
24,billing,[billing] Invoice total mismatch #926,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,phone,0
14,bug,[bug] Export fails intermittently #927,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
7,how_to,[how_to] Reset SSO for contractor #928,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,phone,900
10,billing,[billing] Invoice total mismatch #929,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,0
15,bug,[bug] Export fails intermittently #930,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,chat,450
13,bug,[bug] Export fails intermittently #931,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
18,billing,[billing] Invoice total mismatch #932,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,email,900
6,how_to,[how_to] Reset SSO for contractor #933,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,email,0
16,performance,[performance] Dashboard loads slowly #934,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,chat,450
11,billing,[billing] Invoice total mismatch #935,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,0
24,how_to,[how_to] Reset SSO for contractor #936,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,phone,0
4,performance,[performance] Dashboard loads slowly #937,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,phone,450
3,performance,[performance] Dashboard loads slowly #938,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,0
12,performance,[performance] Dashboard loads slowly #939,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
13,how_to,[how_to] Reset SSO for contractor #940,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
17,performance,[performance] Dashboard loads slowly #941,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,phone,0
10,bug,[bug] Export fails intermittently #942,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,email,0
23,bug,[bug] Export fails intermittently #943,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,email,0
12,billing,[billing] Invoice total mismatch #944,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,email,0
3,how_to,[how_to] Reset SSO for contractor #945,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
3,bug,[bug] Export fails intermittently #946,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,email,0
25,bug,[bug] Export fails intermittently #947,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,email,0
3,performance,[performance] Dashboard loads slowly #948,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,chat,0
24,bug,[bug] Export fails intermittently #949,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,phone,450
7,bug,[bug] Export fails intermittently #950,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,email,0
2,billing,[billing] Invoice total mismatch #951,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,phone,0
7,how_to,[how_to] Reset SSO for contractor #952,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,450
15,bug,[bug] Export fails intermittently #953,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,email,0
11,bug,[bug] Export fails intermittently #954,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,chat,450
20,bug,[bug] Export fails intermittently #955,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,email,0
15,performance,[performance] Dashboard loads slowly #956,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,phone,0
10,account,[account] Cannot add new seat #957,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,email,0
16,how_to,[how_to] Reset SSO for contractor #958,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
25,performance,[performance] Dashboard loads slowly #959,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
10,account,[account] Cannot add new seat #960,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,450
3,account,[account] Cannot add new seat #961,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,120
10,how_to,[how_to] Reset SSO for contractor #962,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,phone,0
21,account,[account] Cannot add new seat #963,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,chat,450
5,account,[account] Cannot add new seat #964,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,chat,0
24,performance,[performance] Dashboard loads slowly #965,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,phone,0
15,how_to,[how_to] Reset SSO for contractor #966,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,email,0
15,billing,[billing] Invoice total mismatch #967,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,chat,900
8,billing,[billing] Invoice total mismatch #968,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,email,0
23,how_to,[how_to] Reset SSO for contractor #969,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
0,how_to,[how_to] Reset SSO for contractor #970,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,email,0
7,bug,[bug] Export fails intermittently #971,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,email,0
10,how_to,[how_to] Reset SSO for contractor #972,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,chat,0
12,how_to,[how_to] Reset SSO for contractor #973,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,chat,0
12,performance,[performance] Dashboard loads slowly #974,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,email,0
3,billing,[billing] Invoice total mismatch #975,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,chat,0
5,billing,[billing] Invoice total mismatch #976,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,phone,0
2,performance,[performance] Dashboard loads slowly #977,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
14,performance,[performance] Dashboard loads slowly #978,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,email,0
9,account,[account] Cannot add new seat #979,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,chat,0
14,account,[account] Cannot add new seat #980,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,email,0
15,account,[account] Cannot add new seat #981,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,email,120
18,bug,[bug] Export fails intermittently #982,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,email,0
14,bug,[bug] Export fails intermittently #983,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,chat,450
16,bug,[bug] Export fails intermittently #984,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,email,0
15,how_to,[how_to] Reset SSO for contractor #985,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,chat,450
16,account,[account] Cannot add new seat #986,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,900
16,bug,[bug] Export fails intermittently #987,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,phone,0
8,how_to,[how_to] Reset SSO for contractor #988,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,phone,0
6,bug,[bug] Export fails intermittently #989,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
20,billing,[billing] Invoice total mismatch #990,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,0
8,billing,[billing] Invoice total mismatch #991,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,0
14,billing,[billing] Invoice total mismatch #992,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,0
5,account,[account] Cannot add new seat #993,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,email,0
11,bug,[bug] Export fails intermittently #994,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,900
13,performance,[performance] Dashboard loads slowly #995,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,chat,900
16,performance,[performance] Dashboard loads slowly #996,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,email,0
13,billing,[billing] Invoice total mismatch #997,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,0
9,billing,[billing] Invoice total mismatch #998,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,900
25,performance,[performance] Dashboard loads slowly #999,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
13,bug,[bug] Export fails intermittently #1000,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,phone,120
21,account,[account] Cannot add new seat #1001,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,email,0
19,billing,[billing] Invoice total mismatch #1002,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,phone,0
14,performance,[performance] Dashboard loads slowly #1003,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,chat,0
23,performance,[performance] Dashboard loads slowly #1004,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,chat,0
3,billing,[billing] Invoice total mismatch #1005,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,phone,0
23,bug,[bug] Export fails intermittently #1006,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,email,0
22,account,[account] Cannot add new seat #1007,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,chat,0
13,bug,[bug] Export fails intermittently #1008,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,chat,0
19,how_to,[how_to] Reset SSO for contractor #1009,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,email,0
13,how_to,[how_to] Reset SSO for contractor #1010,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,chat,450
6,bug,[bug] Export fails intermittently #1011,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
20,performance,[performance] Dashboard loads slowly #1012,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,email,120
6,performance,[performance] Dashboard loads slowly #1013,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
8,bug,[bug] Export fails intermittently #1014,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,phone,0
13,performance,[performance] Dashboard loads slowly #1015,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
21,billing,[billing] Invoice total mismatch #1016,The amount charged does not match our purchase order for last cycle. Priority high.,Alpha,email,0
9,billing,[billing] Invoice total mismatch #1017,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,0
12,how_to,[how_to] Reset SSO for contractor #1018,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,phone,0
1,account,[account] Cannot add new seat #1019,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,phone,0
3,billing,[billing] Invoice total mismatch #1020,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,email,0
1,billing,[billing] Invoice total mismatch #1021,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,phone,0
1,how_to,[how_to] Reset SSO for contractor #1022,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,chat,0
22,performance,[performance] Dashboard loads slowly #1023,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
21,billing,[billing] Invoice total mismatch #1024,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,email,0
21,bug,[bug] Export fails intermittently #1025,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,chat,0
1,performance,[performance] Dashboard loads slowly #1026,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,0
2,bug,[bug] Export fails intermittently #1027,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,email,0
7,billing,[billing] Invoice total mismatch #1028,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,chat,0
14,billing,[billing] Invoice total mismatch #1029,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,phone,0
8,bug,[bug] Export fails intermittently #1030,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,email,900
12,how_to,[how_to] Reset SSO for contractor #1031,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,0
4,account,[account] Cannot add new seat #1032,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,chat,0
19,performance,[performance] Dashboard loads slowly #1033,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,chat,450
8,performance,[performance] Dashboard loads slowly #1034,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,chat,0
1,account,[account] Cannot add new seat #1035,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,phone,0
19,bug,[bug] Export fails intermittently #1036,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,phone,0
23,bug,[bug] Export fails intermittently #1037,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Charlie,email,0
0,account,[account] Cannot add new seat #1038,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,450
11,bug,[bug] Export fails intermittently #1039,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,phone,0
21,performance,[performance] Dashboard loads slowly #1040,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,phone,0
18,performance,[performance] Dashboard loads slowly #1041,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,0
22,billing,[billing] Invoice total mismatch #1042,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,chat,0
10,how_to,[how_to] Reset SSO for contractor #1043,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,chat,0
9,billing,[billing] Invoice total mismatch #1044,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,0
18,billing,[billing] Invoice total mismatch #1045,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,0
3,how_to,[how_to] Reset SSO for contractor #1046,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
6,bug,[bug] Export fails intermittently #1047,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,450
15,performance,[performance] Dashboard loads slowly #1048,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,900
17,account,[account] Cannot add new seat #1049,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,phone,0
3,performance,[performance] Dashboard loads slowly #1050,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,0
13,bug,[bug] Export fails intermittently #1051,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,chat,0
9,bug,[bug] Export fails intermittently #1052,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,email,0
13,bug,[bug] Export fails intermittently #1053,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,email,0
24,billing,[billing] Invoice total mismatch #1054,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,0
1,account,[account] Cannot add new seat #1055,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
25,bug,[bug] Export fails intermittently #1056,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,email,0
11,billing,[billing] Invoice total mismatch #1057,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,chat,0
20,performance,[performance] Dashboard loads slowly #1058,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,450
11,bug,[bug] Export fails intermittently #1059,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
8,billing,[billing] Invoice total mismatch #1060,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Alpha,phone,450
20,billing,[billing] Invoice total mismatch #1061,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,email,0
17,performance,[performance] Dashboard loads slowly #1062,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
3,performance,[performance] Dashboard loads slowly #1063,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,450
18,billing,[billing] Invoice total mismatch #1064,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,450
19,account,[account] Cannot add new seat #1065,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,email,0
10,performance,[performance] Dashboard loads slowly #1066,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,email,0
24,performance,[performance] Dashboard loads slowly #1067,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,chat,0
16,bug,[bug] Export fails intermittently #1068,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,chat,0
8,billing,[billing] Invoice total mismatch #1069,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,120
0,account,[account] Cannot add new seat #1070,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,0
17,bug,[bug] Export fails intermittently #1071,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,chat,0
5,how_to,[how_to] Reset SSO for contractor #1072,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
19,performance,[performance] Dashboard loads slowly #1073,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,chat,0
13,billing,[billing] Invoice total mismatch #1074,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,phone,120
12,performance,[performance] Dashboard loads slowly #1075,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Charlie,chat,0
4,account,[account] Cannot add new seat #1076,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,email,0
18,performance,[performance] Dashboard loads slowly #1077,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,0
4,bug,[bug] Export fails intermittently #1078,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,email,0
10,account,[account] Cannot add new seat #1079,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,email,450
21,how_to,[how_to] Reset SSO for contractor #1080,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,phone,120
23,performance,[performance] Dashboard loads slowly #1081,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,email,0
25,performance,[performance] Dashboard loads slowly #1082,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,900
24,performance,[performance] Dashboard loads slowly #1083,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,phone,0
14,bug,[bug] Export fails intermittently #1084,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
5,billing,[billing] Invoice total mismatch #1085,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,email,120
21,bug,[bug] Export fails intermittently #1086,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,chat,0
20,how_to,[how_to] Reset SSO for contractor #1087,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,email,0
25,how_to,[how_to] Reset SSO for contractor #1088,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
16,how_to,[how_to] Reset SSO for contractor #1089,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Charlie,chat,0
3,bug,[bug] Export fails intermittently #1090,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
13,performance,[performance] Dashboard loads slowly #1091,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,email,0
11,account,[account] Cannot add new seat #1092,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,phone,0
21,bug,[bug] Export fails intermittently #1093,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,email,0
10,performance,[performance] Dashboard loads slowly #1094,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,email,0
8,performance,[performance] Dashboard loads slowly #1095,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,450
2,how_to,[how_to] Reset SSO for contractor #1096,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,chat,0
21,billing,[billing] Invoice total mismatch #1097,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,0
19,performance,[performance] Dashboard loads slowly #1098,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,0
1,account,[account] Cannot add new seat #1099,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Charlie,chat,0
11,performance,[performance] Dashboard loads slowly #1100,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,phone,450
12,account,[account] Cannot add new seat #1101,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Bravo,email,0
12,account,[account] Cannot add new seat #1102,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,phone,0
23,bug,[bug] Export fails intermittently #1103,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,email,0
3,how_to,[how_to] Reset SSO for contractor #1104,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,email,0
7,how_to,[how_to] Reset SSO for contractor #1105,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,phone,0
4,account,[account] Cannot add new seat #1106,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Charlie,chat,120
6,billing,[billing] Invoice total mismatch #1107,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,chat,0
23,how_to,[how_to] Reset SSO for contractor #1108,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,email,0
24,account,[account] Cannot add new seat #1109,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,email,0
1,bug,[bug] Export fails intermittently #1110,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Alpha,phone,900
16,performance,[performance] Dashboard loads slowly #1111,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,email,0
6,bug,[bug] Export fails intermittently #1112,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,phone,0
5,account,[account] Cannot add new seat #1113,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Alpha,email,0
7,account,[account] Cannot add new seat #1114,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Charlie,chat,0
5,bug,[bug] Export fails intermittently #1115,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,phone,0
12,performance,[performance] Dashboard loads slowly #1116,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,phone,0
25,bug,[bug] Export fails intermittently #1117,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,email,0
15,how_to,[how_to] Reset SSO for contractor #1118,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
18,performance,[performance] Dashboard loads slowly #1119,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Alpha,email,0
12,performance,[performance] Dashboard loads slowly #1120,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,chat,0
0,billing,[billing] Invoice total mismatch #1121,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,phone,0
2,billing,[billing] Invoice total mismatch #1122,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,chat,0
6,performance,[performance] Dashboard loads slowly #1123,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,chat,0
6,how_to,[how_to] Reset SSO for contractor #1124,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,chat,0
21,how_to,[how_to] Reset SSO for contractor #1125,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Charlie,email,0
21,billing,[billing] Invoice total mismatch #1126,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,0
22,bug,[bug] Export fails intermittently #1127,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,chat,0
16,account,[account] Cannot add new seat #1128,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,email,0
14,billing,[billing] Invoice total mismatch #1129,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,phone,0
16,bug,[bug] Export fails intermittently #1130,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Bravo,phone,0
10,account,[account] Cannot add new seat #1131,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,0
17,billing,[billing] Invoice total mismatch #1132,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,phone,900
20,performance,[performance] Dashboard loads slowly #1133,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,120
